product_name_lenght|product_description_lenght|product_photos_qty|review_score
59.0|747.0|2.0|5
59.0|747.0|2.0|4
59.0|747.0|2.0|4
59.0|747.0|2.0|4
59.0|747.0|2.0|4
53.0|109.0|1.0|4
53.0|109.0|1.0|4
53.0|109.0|1.0|5
53.0|109.0|1.0|3
53.0|109.0|1.0|4
53.0|109.0|1.0|5
53.0|109.0|1.0|5
53.0|109.0|1.0|2
53.0|109.0|1.0|1
53.0|109.0|1.0|5
53.0|109.0|1.0|3
53.0|109.0|1.0|5
53.0|109.0|1.0|3
53.0|109.0|1.0|3
53.0|109.0|1.0|5
53.0|109.0|1.0|5
53.0|109.0|1.0|3
53.0|109.0|1.0|5
53.0|109.0|1.0|5
53.0|109.0|1.0|5
53.0|109.0|1.0|5
53.0|109.0|1.0|5
52.0|525.0|2.0|5
56.0|678.0|3.0|5
56.0|678.0|3.0|5
56.0|678.0|3.0|5
56.0|678.0|3.0|5
56.0|678.0|3.0|4
56.0|678.0|3.0|5
56.0|678.0|3.0|5
56.0|678.0|3.0|5
56.0|678.0|3.0|5
56.0|678.0|3.0|5
40.0|618.0|4.0|5
56.0|678.0|3.0|5
56.0|678.0|3.0|5
56.0|678.0|3.0|5
56.0|678.0|3.0|5
56.0|678.0|3.0|5
56.0|678.0|3.0|5
43.0|746.0|4.0|5
56.0|678.0|3.0|5
56.0|678.0|3.0|4
56.0|678.0|3.0|5
56.0|678.0|3.0|5
56.0|678.0|3.0|5
56.0|678.0|3.0|5
56.0|678.0|3.0|5
56.0|678.0|3.0|5
56.0|678.0|3.0|3
56.0|678.0|3.0|5
56.0|678.0|3.0|5
56.0|678.0|3.0|4
56.0|678.0|3.0|5
56.0|678.0|3.0|5
56.0|678.0|3.0|5
56.0|678.0|3.0|5
56.0|678.0|3.0|5
56.0|678.0|3.0|3
56.0|678.0|3.0|5
56.0|678.0|3.0|4
56.0|678.0|3.0|5
56.0|678.0|3.0|5
56.0|678.0|3.0|2
56.0|678.0|3.0|5
56.0|678.0|3.0|5
56.0|678.0|3.0|5
56.0|678.0|3.0|5
56.0|678.0|3.0|3
56.0|678.0|3.0|3
56.0|678.0|3.0|3
26.0|1445.0|1.0|3
26.0|1445.0|1.0|5
26.0|1445.0|1.0|1
26.0|1445.0|1.0|5
26.0|1445.0|1.0|4
26.0|1445.0|1.0|5
26.0|1445.0|1.0|5
26.0|1445.0|1.0|5
26.0|1445.0|1.0|5
26.0|1445.0|1.0|5
26.0|1445.0|1.0|5
26.0|1445.0|1.0|5
26.0|1445.0|1.0|5
26.0|1445.0|1.0|5
26.0|1445.0|1.0|4
41.0|163.0|1.0|5
41.0|163.0|1.0|2
41.0|163.0|1.0|5
41.0|163.0|1.0|5
41.0|163.0|1.0|4
41.0|163.0|1.0|3
41.0|163.0|1.0|2
15.0|856.0|1.0|4
45.0|843.0|3.0|1
45.0|843.0|3.0|3
45.0|843.0|3.0|5
45.0|843.0|3.0|1
45.0|843.0|3.0|4
33.0|816.0|1.0|4
33.0|816.0|1.0|5
33.0|816.0|1.0|5
34.0|1078.0|2.0|4
34.0|1078.0|2.0|5
34.0|1078.0|2.0|5
34.0|1078.0|2.0|1
34.0|1078.0|2.0|1
34.0|1078.0|2.0|5
34.0|1078.0|2.0|5
34.0|1078.0|2.0|4
34.0|1078.0|2.0|5
34.0|1078.0|2.0|3
34.0|1078.0|2.0|4
34.0|1078.0|2.0|5
34.0|1078.0|2.0|1
34.0|1078.0|2.0|2
34.0|1078.0|2.0|5
34.0|1078.0|2.0|5
34.0|1078.0|2.0|5
34.0|1078.0|2.0|4
34.0|1078.0|2.0|5
34.0|1078.0|2.0|5
34.0|1078.0|2.0|3
34.0|1078.0|2.0|4
34.0|1078.0|2.0|3
34.0|1078.0|2.0|5
34.0|1078.0|2.0|5
34.0|1078.0|2.0|5
34.0|1078.0|2.0|3
34.0|1078.0|2.0|2
34.0|1078.0|2.0|1
34.0|1078.0|2.0|5
34.0|1078.0|2.0|4
34.0|1078.0|2.0|5
34.0|1078.0|2.0|5
34.0|1078.0|2.0|5
34.0|1078.0|2.0|5
34.0|1078.0|2.0|5
34.0|1078.0|2.0|4
34.0|1078.0|2.0|2
34.0|1078.0|2.0|5
34.0|1078.0|2.0|5
34.0|1078.0|2.0|5
34.0|1078.0|2.0|5
34.0|1078.0|2.0|5
41.0|215.0|2.0|5
41.0|215.0|2.0|5
57.0|2480.0|2.0|5
25.0|176.0|1.0|5
25.0|176.0|1.0|4
25.0|176.0|1.0|4
25.0|176.0|1.0|5
25.0|176.0|1.0|5
25.0|176.0|1.0|1
25.0|176.0|1.0|5
25.0|176.0|1.0|3
25.0|176.0|1.0|4
25.0|176.0|1.0|5
25.0|176.0|1.0|1
25.0|176.0|1.0|3
25.0|176.0|1.0|3
25.0|176.0|1.0|3
25.0|176.0|1.0|5
25.0|176.0|1.0|5
25.0|176.0|1.0|1
25.0|176.0|1.0|3
41.0|707.0|2.0|5
41.0|707.0|2.0|3
41.0|707.0|2.0|5
46.0|474.0|10.0|5
46.0|474.0|10.0|5
46.0|474.0|10.0|5
60.0|189.0|2.0|4
60.0|189.0|2.0|2
60.0|189.0|2.0|5
60.0|189.0|2.0|5
60.0|189.0|2.0|5
60.0|189.0|2.0|4
60.0|365.0|1.0|3
60.0|365.0|1.0|5
60.0|365.0|1.0|1
60.0|365.0|1.0|5
60.0|365.0|1.0|1
60.0|365.0|1.0|4
60.0|365.0|1.0|5
60.0|365.0|1.0|5
60.0|365.0|1.0|5
60.0|365.0|1.0|5
60.0|365.0|1.0|5
60.0|365.0|1.0|5
60.0|365.0|1.0|5
60.0|365.0|1.0|4
55.0|699.0|6.0|5
55.0|699.0|6.0|5
55.0|1892.0|3.0|3
55.0|1892.0|3.0|5
55.0|192.0|1.0|5
55.0|192.0|1.0|1
55.0|192.0|1.0|5
55.0|192.0|1.0|5
55.0|192.0|1.0|5
55.0|192.0|1.0|1
58.0|205.0|3.0|1
55.0|192.0|1.0|3
54.0|241.0|4.0|4
54.0|241.0|4.0|4
54.0|241.0|4.0|5
54.0|241.0|4.0|5
54.0|241.0|4.0|5
54.0|241.0|4.0|5
54.0|241.0|4.0|5
54.0|241.0|4.0|5
54.0|241.0|4.0|1
54.0|241.0|4.0|5
57.0|248.0|1.0|5
40.0|526.0|1.0|5
40.0|526.0|1.0|5
40.0|248.0|2.0|5
58.0|268.0|1.0|4
60.0|517.0|4.0|5
60.0|517.0|4.0|1
60.0|517.0|4.0|5
60.0|517.0|4.0|4
60.0|517.0|4.0|5
60.0|517.0|4.0|4
60.0|517.0|4.0|2
60.0|517.0|4.0|1
60.0|517.0|4.0|5
60.0|517.0|4.0|5
60.0|517.0|4.0|3
60.0|517.0|4.0|4
60.0|517.0|4.0|5
60.0|517.0|4.0|4
60.0|517.0|4.0|4
60.0|528.0|2.0|5
60.0|528.0|2.0|5
60.0|528.0|2.0|5
60.0|528.0|2.0|1
60.0|528.0|2.0|5
60.0|528.0|2.0|5
60.0|528.0|2.0|3
56.0|999.0|1.0|5
56.0|999.0|1.0|5
56.0|999.0|1.0|3
32.0|679.0|1.0|3
56.0|999.0|1.0|5
56.0|999.0|1.0|4
56.0|999.0|1.0|5
56.0|999.0|1.0|5
56.0|999.0|1.0|3
56.0|999.0|1.0|5
56.0|999.0|1.0|5
56.0|999.0|1.0|5
56.0|999.0|1.0|4
54.0|956.0|1.0|5
54.0|956.0|1.0|1
54.0|956.0|1.0|5
54.0|956.0|1.0|5
54.0|956.0|1.0|1
54.0|956.0|1.0|5
54.0|956.0|1.0|2
54.0|956.0|1.0|4
54.0|956.0|1.0|3
54.0|956.0|1.0|5
18.0|1177.0|1.0|5
54.0|956.0|1.0|5
54.0|935.0|1.0|5
54.0|956.0|1.0|1
54.0|956.0|1.0|1
58.0|1306.0|1.0|5
56.0|786.0|6.0|5
56.0|786.0|6.0|5
56.0|786.0|6.0|1
56.0|786.0|6.0|5
56.0|786.0|6.0|5
56.0|786.0|6.0|5
56.0|786.0|6.0|5
56.0|786.0|6.0|4
56.0|786.0|6.0|3
56.0|786.0|6.0|5
40.0|617.0|4.0|4
40.0|617.0|4.0|5
40.0|617.0|4.0|5
40.0|617.0|4.0|3
37.0|497.0|4.0|3
40.0|617.0|4.0|5
40.0|617.0|4.0|5
40.0|617.0|4.0|5
40.0|617.0|4.0|5
40.0|617.0|4.0|4
40.0|617.0|4.0|5
40.0|617.0|4.0|4
40.0|617.0|4.0|5
27.0|531.0|4.0|5
43.0|746.0|4.0|5
40.0|617.0|4.0|5
40.0|617.0|4.0|5
40.0|617.0|4.0|1
40.0|617.0|4.0|4
40.0|617.0|4.0|5
40.0|617.0|4.0|3
40.0|617.0|4.0|1
27.0|531.0|4.0|1
59.0|1807.0|4.0|5
59.0|1807.0|4.0|5
53.0|597.0|1.0|5
53.0|597.0|1.0|4
53.0|597.0|1.0|1
53.0|597.0|1.0|1
53.0|597.0|1.0|1
60.0|1392.0|3.0|1
53.0|597.0|1.0|4
53.0|597.0|1.0|5
53.0|597.0|1.0|4
53.0|597.0|1.0|5
53.0|597.0|1.0|5
53.0|597.0|1.0|5
55.0|998.0|2.0|5
53.0|597.0|1.0|4
53.0|597.0|1.0|5
53.0|597.0|1.0|5
53.0|597.0|1.0|5
53.0|597.0|1.0|5
53.0|597.0|1.0|5
53.0|597.0|1.0|5
53.0|597.0|1.0|4
53.0|597.0|1.0|5
53.0|597.0|1.0|4
53.0|597.0|1.0|5
53.0|597.0|1.0|1
53.0|597.0|1.0|5
53.0|597.0|1.0|5
53.0|597.0|1.0|5
53.0|597.0|1.0|5
53.0|597.0|1.0|5
53.0|597.0|1.0|3
56.0|814.0|1.0|3
51.0|1672.0|1.0|5
47.0|360.0|1.0|2
39.0|89.0|1.0|1
39.0|89.0|1.0|5
46.0|501.0|4.0|3
46.0|501.0|4.0|2
46.0|501.0|4.0|5
46.0|501.0|4.0|1
46.0|501.0|4.0|3
46.0|501.0|4.0|4
46.0|501.0|4.0|3
46.0|501.0|4.0|5
46.0|501.0|4.0|1
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|2
46.0|501.0|4.0|5
46.0|501.0|4.0|4
46.0|501.0|4.0|3
46.0|501.0|4.0|1
46.0|501.0|4.0|4
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|3
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|3
46.0|501.0|4.0|1
46.0|501.0|4.0|4
46.0|501.0|4.0|2
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|3
46.0|501.0|4.0|5
46.0|501.0|4.0|2
46.0|501.0|4.0|5
46.0|501.0|4.0|1
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|3
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|3
46.0|501.0|4.0|1
46.0|501.0|4.0|1
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|1
46.0|501.0|4.0|4
46.0|501.0|4.0|5
46.0|501.0|4.0|3
46.0|501.0|4.0|1
46.0|501.0|4.0|5
46.0|501.0|4.0|1
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|1
46.0|501.0|4.0|3
46.0|501.0|4.0|1
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|3
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|4
46.0|501.0|4.0|5
46.0|501.0|4.0|4
46.0|501.0|4.0|1
46.0|501.0|4.0|4
46.0|501.0|4.0|5
46.0|501.0|4.0|3
46.0|501.0|4.0|1
46.0|501.0|4.0|5
46.0|501.0|4.0|1
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|3
46.0|501.0|4.0|5
46.0|501.0|4.0|3
46.0|501.0|4.0|1
46.0|501.0|4.0|5
46.0|501.0|4.0|3
46.0|501.0|4.0|1
46.0|501.0|4.0|3
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|1
46.0|501.0|4.0|1
46.0|501.0|4.0|4
46.0|501.0|4.0|5
46.0|501.0|4.0|1
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|4
46.0|501.0|4.0|5
46.0|501.0|4.0|3
46.0|501.0|4.0|1
46.0|501.0|4.0|4
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|5
46.0|501.0|4.0|4
46.0|501.0|4.0|5
41.0|515.0|2.0|5
41.0|515.0|2.0|4
41.0|515.0|2.0|5
41.0|515.0|2.0|5
41.0|515.0|2.0|4
41.0|515.0|2.0|5
41.0|515.0|2.0|5
41.0|515.0|2.0|5
41.0|515.0|2.0|5
41.0|515.0|2.0|5
41.0|515.0|2.0|5
35.0|509.0|2.0|5
41.0|515.0|2.0|4
41.0|515.0|2.0|3
35.0|509.0|2.0|3
41.0|515.0|2.0|4
41.0|515.0|2.0|4
41.0|515.0|2.0|5
41.0|515.0|2.0|5
41.0|515.0|2.0|5
41.0|515.0|2.0|5
55.0|287.0|3.0|4
55.0|287.0|3.0|5
55.0|287.0|3.0|5
55.0|287.0|3.0|5
55.0|287.0|3.0|3
55.0|287.0|3.0|5
55.0|287.0|3.0|3
55.0|287.0|3.0|1
49.0|718.0|1.0|5
49.0|718.0|1.0|5
49.0|718.0|1.0|5
49.0|718.0|1.0|5
49.0|718.0|1.0|5
49.0|718.0|1.0|5
49.0|718.0|1.0|3
42.0|299.0|1.0|5
42.0|299.0|1.0|5
42.0|299.0|1.0|5
42.0|299.0|1.0|4
42.0|299.0|1.0|5
42.0|299.0|1.0|5
42.0|299.0|1.0|5
42.0|299.0|1.0|5
42.0|299.0|1.0|4
53.0|1563.0|3.0|5
53.0|1563.0|3.0|5
53.0|1563.0|3.0|5
53.0|1563.0|3.0|5
53.0|1563.0|3.0|5
60.0|419.0|1.0|1
51.0|144.0|2.0|1
51.0|144.0|2.0|5
51.0|144.0|2.0|5
51.0|144.0|2.0|5
51.0|144.0|2.0|5
45.0|520.0|3.0|5
45.0|520.0|3.0|1
45.0|520.0|3.0|1
45.0|520.0|3.0|5
45.0|520.0|3.0|5
45.0|520.0|3.0|5
45.0|520.0|3.0|5
45.0|520.0|3.0|5
45.0|520.0|3.0|4
45.0|520.0|3.0|4
45.0|729.0|1.0|1
45.0|729.0|1.0|1
49.0|729.0|1.0|1
45.0|2082.0|1.0|5
45.0|2082.0|1.0|1
60.0|915.0|4.0|5
60.0|915.0|4.0|4
60.0|915.0|4.0|4
60.0|915.0|4.0|3
60.0|915.0|4.0|5
60.0|915.0|4.0|1
60.0|915.0|4.0|4
60.0|915.0|4.0|4
49.0|489.0|2.0|5
49.0|489.0|2.0|5
49.0|489.0|2.0|5
49.0|489.0|2.0|3
49.0|489.0|2.0|5
49.0|489.0|2.0|4
49.0|489.0|2.0|5
49.0|489.0|2.0|4
49.0|489.0|2.0|5
49.0|489.0|2.0|5
49.0|489.0|2.0|5
49.0|489.0|2.0|4
49.0|489.0|2.0|5
49.0|489.0|2.0|5
49.0|489.0|2.0|5
49.0|489.0|2.0|5
49.0|489.0|2.0|5
49.0|489.0|2.0|2
49.0|489.0|2.0|5
49.0|489.0|2.0|5
49.0|489.0|2.0|5
49.0|489.0|2.0|5
49.0|489.0|2.0|5
49.0|489.0|2.0|4
49.0|489.0|2.0|3
49.0|489.0|2.0|4
49.0|489.0|2.0|5
49.0|489.0|2.0|4
49.0|489.0|2.0|4
49.0|489.0|2.0|5
49.0|489.0|2.0|3
49.0|489.0|2.0|5
49.0|489.0|2.0|5
50.0|255.0|1.0|5
50.0|255.0|1.0|1
50.0|255.0|1.0|5
50.0|255.0|1.0|5
50.0|255.0|1.0|5
50.0|255.0|1.0|4
50.0|255.0|1.0|1
50.0|255.0|1.0|5
52.0|795.0|1.0|5
52.0|795.0|1.0|5
57.0|404.0|4.0|5
57.0|404.0|4.0|5
53.0|175.0|5.0|5
45.0|676.0|2.0|5
28.0|1111.0|1.0|4
28.0|1111.0|1.0|5
28.0|1111.0|1.0|5
28.0|1111.0|1.0|4
28.0|1111.0|1.0|4
28.0|1111.0|1.0|5
28.0|1111.0|1.0|4
28.0|1111.0|1.0|5
28.0|1111.0|1.0|4
28.0|1111.0|1.0|5
28.0|1111.0|1.0|4
28.0|1111.0|1.0|5
28.0|1111.0|1.0|4
28.0|1111.0|1.0|1
28.0|1111.0|1.0|5
28.0|1111.0|1.0|1
28.0|1111.0|1.0|4
28.0|1111.0|1.0|5
28.0|1111.0|1.0|1
42.0|363.0|1.0|1
28.0|1122.0|1.0|1
28.0|1111.0|1.0|5
28.0|1111.0|1.0|2
60.0|640.0|1.0|2
28.0|1111.0|1.0|4
28.0|1111.0|1.0|5
28.0|1111.0|1.0|5
28.0|1111.0|1.0|4
28.0|1111.0|1.0|5
28.0|1111.0|1.0|5
44.0|1056.0|1.0|1
44.0|1056.0|1.0|5
44.0|1056.0|1.0|2
44.0|1056.0|1.0|4
44.0|1056.0|1.0|3
44.0|1056.0|1.0|4
44.0|1056.0|1.0|4
44.0|1056.0|1.0|4
44.0|1056.0|1.0|5
44.0|1056.0|1.0|5
44.0|1056.0|1.0|5
44.0|1056.0|1.0|5
44.0|1056.0|1.0|5
44.0|1056.0|1.0|5
44.0|1056.0|1.0|5
44.0|1056.0|1.0|5
44.0|1056.0|1.0|4
44.0|1056.0|1.0|5
44.0|1056.0|1.0|5
58.0|1237.0|5.0|5
58.0|1237.0|5.0|4
58.0|1237.0|5.0|4
58.0|1237.0|5.0|5
49.0|1211.0|1.0|2
49.0|1211.0|1.0|5
56.0|670.0|1.0|5
58.0|1150.0|2.0|5
58.0|1150.0|2.0|5
58.0|1150.0|2.0|4
58.0|1150.0|2.0|5
58.0|1150.0|2.0|4
51.0|948.0|2.0|5
51.0|948.0|2.0|5
51.0|948.0|2.0|4
51.0|948.0|2.0|5
51.0|948.0|2.0|4
51.0|948.0|2.0|5
51.0|948.0|2.0|5
51.0|948.0|2.0|4
51.0|948.0|2.0|5
51.0|948.0|2.0|4
51.0|597.0|2.0|2
51.0|597.0|2.0|4
51.0|597.0|2.0|4
51.0|597.0|2.0|5
51.0|597.0|2.0|5
51.0|597.0|2.0|4
49.0|571.0|1.0|5
29.0|1038.0|5.0|5
57.0|1568.0|1.0|5
57.0|1568.0|1.0|3
57.0|1568.0|1.0|5
57.0|1568.0|1.0|5
57.0|1568.0|1.0|5
57.0|1568.0|1.0|5
57.0|1568.0|1.0|4
57.0|1568.0|1.0|5
57.0|1568.0|1.0|5
57.0|1568.0|1.0|4
57.0|1568.0|1.0|4
57.0|1568.0|1.0|4
57.0|1568.0|1.0|5
57.0|1568.0|1.0|4
60.0|569.0|2.0|5
60.0|569.0|2.0|5
60.0|569.0|2.0|3
60.0|569.0|2.0|4
60.0|569.0|2.0|5
60.0|569.0|2.0|5
60.0|569.0|2.0|5
60.0|569.0|2.0|3
60.0|569.0|2.0|5
60.0|569.0|2.0|1
60.0|569.0|2.0|2
60.0|569.0|2.0|5
60.0|569.0|2.0|4
56.0|1031.0|6.0|3
56.0|1031.0|6.0|5
56.0|1031.0|6.0|4
56.0|1031.0|6.0|5
56.0|1031.0|6.0|5
56.0|1031.0|6.0|5
56.0|1031.0|6.0|4
56.0|1031.0|6.0|5
56.0|1031.0|6.0|5
56.0|1031.0|6.0|5
56.0|1031.0|6.0|5
56.0|1031.0|6.0|5
56.0|1031.0|6.0|5
56.0|1031.0|6.0|5
56.0|1031.0|6.0|5
56.0|1031.0|6.0|5
56.0|1031.0|6.0|5
56.0|1031.0|6.0|5
54.0|1954.0|1.0|5
40.0|802.0|2.0|4
40.0|802.0|2.0|4
40.0|802.0|2.0|5
49.0|1004.0|2.0|5
38.0|919.0|3.0|5
38.0|919.0|3.0|4
38.0|919.0|3.0|5
38.0|919.0|3.0|5
38.0|919.0|3.0|4
46.0|352.0|1.0|3
46.0|352.0|1.0|5
46.0|352.0|1.0|1
46.0|352.0|1.0|5
46.0|352.0|1.0|1
46.0|352.0|1.0|4
46.0|352.0|1.0|5
46.0|352.0|1.0|5
46.0|352.0|1.0|5
46.0|352.0|1.0|4
46.0|352.0|1.0|5
46.0|352.0|1.0|5
46.0|352.0|1.0|5
46.0|352.0|1.0|5
46.0|352.0|1.0|5
46.0|352.0|1.0|4
46.0|352.0|1.0|4
46.0|352.0|1.0|4
58.0|1186.0|1.0|5
56.0|352.0|1.0|5
56.0|352.0|1.0|4
56.0|352.0|1.0|5
40.0|702.0|1.0|5
40.0|702.0|1.0|4
40.0|702.0|1.0|5
40.0|702.0|1.0|5
40.0|702.0|1.0|5
40.0|702.0|1.0|5
40.0|702.0|1.0|4
40.0|702.0|1.0|5
40.0|702.0|1.0|5
40.0|702.0|1.0|4
40.0|702.0|1.0|5
40.0|702.0|1.0|5
40.0|702.0|1.0|4
40.0|702.0|1.0|5
40.0|702.0|1.0|4
40.0|702.0|1.0|5
40.0|702.0|1.0|5
40.0|702.0|1.0|4
40.0|702.0|1.0|4
40.0|702.0|1.0|4
40.0|702.0|1.0|5
40.0|702.0|1.0|5
40.0|702.0|1.0|5
40.0|702.0|1.0|5
40.0|702.0|1.0|5
40.0|702.0|1.0|5
40.0|702.0|1.0|5
40.0|702.0|1.0|5
40.0|702.0|1.0|5
40.0|702.0|1.0|5
40.0|702.0|1.0|3
40.0|702.0|1.0|5
40.0|702.0|1.0|5
40.0|702.0|1.0|5
40.0|702.0|1.0|2
40.0|702.0|1.0|5
40.0|702.0|1.0|1
40.0|702.0|1.0|5
60.0|919.0|1.0|4
60.0|919.0|1.0|5
60.0|919.0|1.0|4
60.0|919.0|1.0|5
60.0|919.0|1.0|5
60.0|919.0|1.0|5
60.0|919.0|1.0|5
60.0|919.0|1.0|5
60.0|919.0|1.0|5
60.0|919.0|1.0|3
60.0|919.0|1.0|3
57.0|1268.0|2.0|5
57.0|1268.0|2.0|5
57.0|1268.0|2.0|1
57.0|1268.0|2.0|5
57.0|1268.0|2.0|5
57.0|1268.0|2.0|4
57.0|1268.0|2.0|4
57.0|1268.0|2.0|5
57.0|1268.0|2.0|3
57.0|1268.0|2.0|5
56.0|431.0|1.0|5
56.0|431.0|1.0|5
43.0|2372.0|1.0|5
45.0|422.0|5.0|1
57.0|1620.0|1.0|4
57.0|1620.0|1.0|4
57.0|1620.0|1.0|5
57.0|1620.0|1.0|2
57.0|1620.0|1.0|5
57.0|1620.0|1.0|5
57.0|1620.0|1.0|4
57.0|1620.0|1.0|5
57.0|1620.0|1.0|5
57.0|1620.0|1.0|5
57.0|1620.0|1.0|1
57.0|1620.0|1.0|1
57.0|1620.0|1.0|5
57.0|1620.0|1.0|4
57.0|1620.0|1.0|4
57.0|1620.0|1.0|3
57.0|1620.0|1.0|5
57.0|1620.0|1.0|3
57.0|1620.0|1.0|5
57.0|1620.0|1.0|1
57.0|1620.0|1.0|5
57.0|1620.0|1.0|5
57.0|1620.0|1.0|5
57.0|1620.0|1.0|4
57.0|1620.0|1.0|5
57.0|1620.0|1.0|3
57.0|1620.0|1.0|3
57.0|1620.0|1.0|5
57.0|1620.0|1.0|5
57.0|1620.0|1.0|4
57.0|1620.0|1.0|5
57.0|1620.0|1.0|5
57.0|1620.0|1.0|1
57.0|1620.0|1.0|5
57.0|1620.0|1.0|5
57.0|1620.0|1.0|2
57.0|1620.0|1.0|3
57.0|1620.0|1.0|5
57.0|1620.0|1.0|1
57.0|1620.0|1.0|5
57.0|1620.0|1.0|2
57.0|1620.0|1.0|5
57.0|1620.0|1.0|5
57.0|1620.0|1.0|3
57.0|1620.0|1.0|5
57.0|1620.0|1.0|4
57.0|1620.0|1.0|5
57.0|1620.0|1.0|5
57.0|1620.0|1.0|5
22.0|235.0|1.0|5
22.0|235.0|1.0|5
22.0|235.0|1.0|4
22.0|235.0|1.0|5
22.0|235.0|1.0|5
22.0|235.0|1.0|5
22.0|235.0|1.0|1
22.0|235.0|1.0|2
22.0|235.0|1.0|5
22.0|235.0|1.0|1
22.0|235.0|1.0|4
22.0|235.0|1.0|5
33.0|190.0|2.0|1
33.0|190.0|2.0|3
56.0|389.0|1.0|5
56.0|389.0|1.0|1
55.0|388.0|1.0|1
56.0|389.0|1.0|4
56.0|389.0|1.0|5
56.0|389.0|1.0|1
59.0|58.0|1.0|1
56.0|389.0|1.0|5
56.0|389.0|1.0|5
56.0|389.0|1.0|5
56.0|389.0|1.0|4
56.0|389.0|1.0|5
56.0|389.0|1.0|5
56.0|389.0|1.0|5
56.0|389.0|1.0|1
55.0|388.0|1.0|1
56.0|389.0|1.0|3
56.0|389.0|1.0|1
55.0|388.0|1.0|1
56.0|389.0|1.0|5
56.0|389.0|1.0|5
56.0|389.0|1.0|5
56.0|389.0|1.0|5
56.0|389.0|1.0|5
56.0|389.0|1.0|4
56.0|389.0|1.0|4
56.0|389.0|1.0|5
56.0|389.0|1.0|5
56.0|389.0|1.0|4
56.0|389.0|1.0|5
56.0|389.0|1.0|4
55.0|388.0|1.0|4
56.0|389.0|1.0|4
56.0|389.0|1.0|5
56.0|389.0|1.0|5
56.0|389.0|1.0|4
56.0|389.0|1.0|2
56.0|389.0|1.0|5
55.0|388.0|1.0|5
58.0|391.0|1.0|5
56.0|389.0|1.0|5
56.0|389.0|1.0|1
56.0|389.0|1.0|5
56.0|389.0|1.0|5
56.0|389.0|1.0|5
56.0|389.0|1.0|5
40.0|491.0|1.0|4
40.0|491.0|1.0|5
30.0|1024.0|1.0|5
30.0|1024.0|1.0|5
30.0|1024.0|1.0|5
30.0|1024.0|1.0|5
30.0|1024.0|1.0|5
30.0|1024.0|1.0|1
30.0|1024.0|1.0|5
30.0|1024.0|1.0|5
30.0|1024.0|1.0|5
30.0|1024.0|1.0|1
30.0|1024.0|1.0|5
30.0|1024.0|1.0|1
60.0|644.0|1.0|1
30.0|1024.0|1.0|5
30.0|1024.0|1.0|5
30.0|1024.0|1.0|4
30.0|1024.0|1.0|5
30.0|1024.0|1.0|1
30.0|1024.0|1.0|5
30.0|1024.0|1.0|5
30.0|1024.0|1.0|5
30.0|1024.0|1.0|5
30.0|1024.0|1.0|5
30.0|1024.0|1.0|3
30.0|1024.0|1.0|5
30.0|1024.0|1.0|5
30.0|1024.0|1.0|5
30.0|1024.0|1.0|5
30.0|1024.0|1.0|4
30.0|1024.0|1.0|3
30.0|1024.0|1.0|4
30.0|1024.0|1.0|4
45.0|283.0|1.0|5
50.0|395.0|3.0|4
50.0|395.0|3.0|5
50.0|395.0|3.0|5
41.0|1009.0|1.0|5
41.0|1009.0|1.0|5
57.0|578.0|3.0|5
57.0|578.0|3.0|5
57.0|578.0|3.0|5
56.0|162.0|5.0|5
56.0|162.0|5.0|5
56.0|162.0|5.0|5
56.0|162.0|5.0|3
56.0|162.0|5.0|4
56.0|162.0|5.0|5
56.0|162.0|5.0|4
56.0|162.0|5.0|5
56.0|162.0|5.0|5
56.0|162.0|5.0|4
56.0|162.0|5.0|5
56.0|162.0|5.0|4
56.0|162.0|5.0|4
56.0|162.0|5.0|5
56.0|162.0|5.0|2
56.0|162.0|5.0|1
56.0|162.0|5.0|5
56.0|162.0|5.0|4
56.0|162.0|5.0|5
